height,weight,chest,waist,hip,thigh,calf,arm,shoulder
153.3,51.8,93.2,85.9,91.7,53.3,31.4,30.3,35.9
154.3,57.8,92.2,81.0,94.1,58.9,35.9,30.5,35.8
157.2,53.3,90.4,83.5,88.0,51.3,31.1,29.8,35.6
151.0,50.8,92.3,85.1,89.9,52.0,28.3,30.2,35.4
155.0,50.5,92.4,81.3,87.4,55.1,33.2,29.8,34.0
151.0,56.2,95.2,85.4,87.8,52.7,34.2,30.6,33.8
144.1,40.5,78.8,76.3,79.9,50.6,31.1,26.0,32.2
155.0,56.1,91.5,86.8,86.1,54.8,34.5,29.7,35.9
160.6,61.9,94.2,90.5,92.9,53.0,35.0,28.9,36.2
159.7,56.7,88.9,84.7,91.8,54.0,33.2,29.7,34.1
156.8,54.9,89.1,80.5,95.3,61.0,34.5,30.6,35.6
161.8,54.7,90.3,76.9,88.6,51.0,31.7,28.2,32.8
157.5,58.3,91.8,86.1,88.3,55.0,34.5,30.8,35.0
158.0,72.3,99.4,103.7,95.9,55.6,34.7,34.0,37.6
177.0,74.2,100.5,86.1,98.0,58.2,36.4,34.9,40.8
174.0,80.1,103.2,94.5,104.7,60.9,37.2,33.5,40.2
180.7,87.8,106.5,96.8,104.2,66.2,40.3,36.3,43.0
169.8,77.8,108.1,97.8,98.2,58.2,39.2,34.1,41.0
160.1,62.0,97.3,88.6,90.0,55.7,35.0,31.2,37.6
168.8,77.6,106.0,100.8,96.2,56.5,37.7,34.1,37.8
162.6,66.8,98.1,94.2,93.5,55.0,38.5,34.3,36.2
173.4,79.3,104.7,92.7,99.0,64.1,41.5,36.1,37.7
177.2,87.1,108.8,96.1,101.2,62.1,41.5,36.8,41.1
177.5,74.4,102.8,87.9,94.1,55.3,38.5,33.5,39.8
177.3,87.3,107.8,95.4,101.5,64.3,41.1,37.2,41.2
173.5,93.4,112.2,99.9,100.2,65.1,32.7,38.2,39.8
172.8,75.5,101.8,96.1,100.0,57.6,37.3,33.0,39.1
176.0,73.4,108.0,87.0,93.0,54.7,38.2,35.2,41.0
186.3,79.7,102.8,91.2,98.1,56.3,36.3,34.4,42.6
168.4,71.0,99.7,88.2,95.3,57.2,38.6,35.7,38.1
174.0,85.2,112.4,93.8,103.7,65.2,40.9,39.3,40.8
163.4,86.7,112.5,104.0,106.2,70.5,43.7,37.9,40.8
172.4,76.4,104.1,93.3,96.2,59.6,38.7,36.5,38.6
173.9,85.1,107.0,100.3,105.2,64.6,40.2,34.5,38.2
157.8,66.5,98.2,94.4,96.2,59.0,35.2,33.0,38.1
151.5,64.8,102.0,95.3,94.8,59.0,36.8,33.4,37.1
169.0,67.0,95.5,87.7,92.0,59.9,38.2,33.4,39.1
172.0,78.8,106.5,92.7,100.0,62.5,37.9,38.0,40.2
173.5,91.2,108.2,104.9,101.4,63.2,42.2,37.0,41.1
164.8,65.6,95.0,85.0,94.2,57.9,39.6,32.7,38.0
181.3,78.9,103.5,92.8,100.6,59.3,38.4,33.0,41.7
167.0,57.9,91.0,83.0,87.5,50.3,33.5,30.5,35.9
180.5,86.7,106.0,96.5,102.7,62.4,39.8,36.1,42.6
173.5,67.0,101.6,87.0,90.7,54.2,34.2,33.2,38.9
168.8,71.4,104.8,92.1,91.2,56.3,37.1,35.0,40.5
179.8,85.6,110.8,94.4,99.3,63.1,40.3,37.0,41.7
169.0,66.5,95.5,88.8,88.9,55.4,36.5,32.9,36.9
169.7,75.0,106.0,98.2,97.4,58.2,39.1,34.7,39.7
172.7,66.4,97.5,83.3,94.6,54.5,36.8,32.3,41.1
168.7,75.7,104.3,99.0,99.5,59.2,37.7,38.3,38.8
176.0,88.0,111.0,103.0,103.7,62.3,37.8,37.5,39.7
172.6,79.5,104.7,91.2,97.8,64.0,40.8,34.4,40.0
177.8,74.7,105.2,88.1,95.0,54.9,38.4,33.7,42.9
182.8,80.4,100.9,87.3,100.7,58.8,37.8,35.7,39.9
169.3,69.1,97.5,77.3,95.1,55.9,38.7,33.9,40.7
162.6,71.6,98.5,94.9,95.3,58.6,35.3,35.1,37.2
174.0,70.3,101.8,92.5,93.9,56.8,39.5,31.4,38.5
164.5,60.9,93.5,81.5,89.5,52.7,37.1,30.2,37.3
165.0,89.5,110.2,105.5,109.2,66.6,43.0,40.2,41.1
183.0,86.2,108.5,95.3,103.5,60.6,41.0,35.0,43.0
173.6,59.6,90.4,77.8,91.2,50.8,34.5,29.5,38.8
171.0,93.0,113.2,103.3,106.9,67.8,42.1,38.2,39.6
172.7,82.5,107.6,93.0,101.0,60.6,41.1,35.3,41.3
172.8,79.9,102.0,88.7,102.2,59.5,40.3,35.3,41.8
166.6,65.7,96.9,91.4,90.0,52.1,33.7,42.3,37.1
174.8,72.5,99.4,79.0,100.9,59.7,37.4,33.8,40.7
171.0,73.4,101.2,91.1,94.4,53.0,35.0,33.9,38.3
169.5,76.2,103.8,96.3,100.3,55.5,38.2,34.7,40.3
169.0,70.3,97.7,84.6,94.4,55.3,39.6,31.3,38.5
180.3,104.2,120.2,107.3,109.8,68.8,41.4,41.8,43.9
181.7,95.4,114.1,99.5,106.8,62.2,40.9,39.0,43.1
170.6,73.7,97.5,92.9,98.0,57.3,39.4,33.2,40.0
165.4,67.1,97.4,85.2,94.0,55.1,38.0,33.0,37.6
174.4,87.8,110.5,105.2,103.2,61.8,39.8,35.7,40.5
168.2,68.9,99.1,87.8,94.2,55.1,36.5,32.7,38.0
157.0,57.3,95.7,78.8,90.5,52.9,34.4,32.0,36.0
171.1,70.5,103.8,86.2,95.8,57.4,38.4,34.0,40.5
166.4,71.3,103.9,84.6,94.6,56.8,38.0,36.5,40.7
174.4,96.6,116.6,111.0,106.7,64.2,40.6,39.2,39.7
170.5,64.6,97.2,80.4,90.3,52.3,37.7,30.0,39.8
166.5,100.1,119.9,107.5,112.5,68.6,47.7,39.7,40.8
184.0,102.0,112.4,109.9,114.9,67.9,42.2,38.0,44.0
174.1,83.2,105.0,97.4,103.8,63.6,39.4,34.4,40.3
168.0,69.1,100.5,93.5,91.6,53.4,36.0,33.2,38.1
172.1,73.9,100.4,90.8,98.1,57.0,38.4,32.7,41.4
171.6,76.9,109.5,90.0,94.0,56.4,42.0,37.3,42.5
175.5,68.8,97.9,84.1,93.8,57.5,38.2,33.6,38.2
168.2,73.3,102.5,86.5,94.4,58.0,41.0,32.5,40.5
166.0,72.0,99.9,93.5,95.2,55.1,38.2,31.3,39.0
167.5,74.6,104.5,91.3,96.3,57.6,35.8,33.3,41.4
177.4,79.2,101.1,100.1,98.2,56.0,36.5,34.2,39.6
183.7,84.5,103.8,92.7,101.1,60.0,40.0,36.6,39.7
169.7,74.9,100.6,93.1,98.9,55.2,39.9,31.8,40.5
170.8,89.8,107.0,105.9,102.1,63.2,41.7,37.2,38.8
169.4,64.0,95.9,77.9,91.6,51.6,38.6,33.8,39.2
170.0,73.8,98.8,87.8,98.4,56.0,40.0,33.0,38.4
172.6,81.0,104.9,96.5,97.0,59.7,38.1,35.5,38.9
164.6,68.7,98.5,93.3,97.1,58.0,37.4,33.0,38.7
173.3,75.7,104.5,87.8,95.2,57.9,38.8,32.8,40.4
166.6,62.6,97.6,82.7,90.2,51.2,36.4,31.2,39.4
170.0,54.5,91.3,73.8,87.7,46.0,31.5,24.8,38.2
170.5,70.7,96.3,91.6,96.5,57.8,38.3,32.0,39.3
172.5,91.4,111.1,101.3,105.4,66.5,43.7,38.0,40.6
168.3,61.1,94.9,85.8,86.7,48.3,35.2,29.7,37.0
174.0,91.0,112.3,100.4,105.3,65.9,42.2,37.4,41.5
182.5,81.0,105.1,87.7,95.7,57.2,38.8,37.0,40.3
170.1,72.2,105.2,88.5,95.7,62.5,37.1,34.8,38.7
167.4,52.9,85.5,74.2,85.2,48.3,30.8,27.3,37.5
167.6,60.7,95.5,82.4,90.2,55.0,33.6,31.2,41.3
163.6,59.7,92.1,78.8,91.2,53.9,33.8,32.1,38.9
173.6,75.0,95.8,87.4,96.7,64.9,37.7,33.6,38.7
174.0,75.1,105.3,89.4,96.8,59.2,34.5,35.0,39.9
172.8,75.1,100.8,99.3,98.0,55.7,37.4,32.2,40.1
162.4,64.8,96.9,96.4,90.8,53.9,36.4,34.1,37.0
158.8,68.1,102.7,95.5,97.2,59.2,35.2,35.5,39.0
170.4,65.2,95.0,83.3,93.9,56.7,37.1,32.0,38.9
168.4,64.4,96.0,84.9,91.3,53.0,34.9,31.8,40.4
172.4,61.5,96.0,76.8,91.4,53.0,35.8,33.9,42.9
157.8,49.8,79.5,64.0,87.6,56.0,35.8,27.4,33.4
161.8,56.0,87.0,77.7,90.7,57.9,35.9,30.0,35.3
160.0,74.1,102.3,91.4,104.1,67.5,38.2,35.2,36.4
155.5,56.4,90.3,83.4,91.8,57.4,36.2,31.2,35.6
153.7,52.8,86.3,74.8,94.1,59.6,35.5,29.9,33.6
160.1,51.5,85.9,73.2,92.1,56.5,33.5,29.8,36.1
163.0,65.5,88.3,83.5,101.7,62.6,37.9,30.1,35.6
155.8,44.4,82.7,67.0,87.2,52.2,30.7,27.0,32.0
166.5,54.6,87.4,67.4,89.7,55.6,33.9,28.3,36.0
154.0,60.5,97.2,81.3,95.0,60.3,36.0,31.8,34.2
153.6,48.4,90.2,74.0,87.5,53.7,32.5,27.5,35.0
155.6,56.8,91.5,83.5,93.3,57.2,32.5,31.7,34.5
171.1,93.7,105.4,97.7,114.1,71.1,40.8,36.0,37.6
161.3,75.9,100.0,92.5,106.6,69.7,41.7,32.7,38.7
149.4,57.2,97.1,83.2,86.4,56.5,33.9,31.8,35.3
147.7,64.1,103.0,95.3,97.6,62.1,36.2,32.7,35.0
160.6,70.5,98.5,97.5,99.8,64.5,38.5,33.1,34.6
158.2,51.6,86.9,79.8,91.2,56.5,34.0,27.0,34.3
158.6,56.7,86.4,80.0,93.0,57.1,35.0,27.3,32.9
149.0,61.9,93.9,89.1,95.0,62.7,36.6,32.6,34.8
157.6,63.2,96.0,84.6,97.4,64.2,35.5,33.7,34.7
155.7,43.2,85.4,64.5,82.7,47.2,31.1,26.5,35.4
161.4,58.5,88.7,73.0,96.9,58.1,36.1,30.6,38.0
155.9,68.7,102.5,89.7,100.0,63.1,38.1,34.4,37.2
149.5,57.0,94.5,88.3,90.2,55.9,33.8,29.8,33.7
151.8,73.2,106.1,102.2,105.0,69.8,38.1,35.2,34.1
155.9,56.2,88.4,78.6,92.8,56.7,35.5,30.7,32.8
152.0,53.5,90.3,85.4,89.3,57.7,33.8,29.3,34.0
162.6,62.0,95.9,85.0,93.3,58.7,34.8,30.6,37.6
158.4,55.8,87.8,76.9,93.4,55.9,35.3,30.2,33.8
150.4,57.5,93.7,91.5,94.3,57.0,34.4,31.4,35.0
160.0,48.7,84.9,70.3,89.6,53.3,30.8,26.7,35.4
162.5,62.4,94.2,87.9,93.7,57.5,35.4,30.5,36.0
151.9,51.5,90.6,79.4,88.2,55.7,33.1,30.4,35.4
158.2,50.2,88.5,69.9,89.3,54.8,32.5,27.5,34.3
157.3,64.3,95.8,88.0,95.1,60.8,34.8,32.1,37.0
160.8,57.1,86.0,72.7,92.2,55.0,34.2,30.0,32.4
152.1,46.5,83.9,66.4,87.3,56.4,32.7,30.0,33.6
159.1,45.7,81.0,64.2,87.4,52.7,30.8,26.1,35.8
153.8,56.8,92.5,87.3,91.3,58.2,34.8,31.2,35.4
160.3,60.3,90.0,82.3,94.0,54.0,35.6,34.7,35.7
153.2,52.4,88.5,84.4,92.4,54.5,32.2,29.9,32.1
150.5,50.5,86.4,74.9,92.6,57.5,34.2,26.2,32.6
150.0,51.4,87.7,78.3,90.1,55.3,32.8,27.5,32.5
154.1,54.4,84.4,73.7,94.8,59.0,35.1,29.2,35.0
165.7,63.0,93.7,78.7,100.0,63.2,38.0,32.0,38.5
162.3,79.2,108.7,99.3,103.7,66.2,40.9,38.9,39.9
151.7,62.0,98.0,97.0,91.5,56.1,34.5,32.6,34.2
152.0,48.9,85.9,76.2,86.3,52.1,34.2,28.1,34.9
157.1,52.8,86.7,76.5,91.8,55.8,33.0,29.0,33.3
159.3,54.6,91.8,81.0,89.2,52.0,34.2,28.8,34.3
158.6,65.4,97.9,86.2,97.0,59.8,36.3,33.2,36.6
155.0,50.7,86.6,72.3,91.8,58.1,34.4,28.6,32.1
160.5,67.7,94.6,88.9,101.3,65.8,38.6,32.0,35.7
160.0,49.9,85.7,68.2,91.8,56.7,31.2,27.7,37.8
150.2,51.1,88.2,73.4,88.4,56.9,33.0,26.0,35.4
151.7,47.0,83.1,67.4,86.8,52.0,32.8,28.3,32.0
146.3,58.1,94.0,86.7,89.3,54.8,36.7,31.1,35.1
148.4,48.3,84.3,70.0,89.0,55.2,32.4,28.0,33.2
144.0,43.4,83.8,75.2,84.4,53.4,31.5,26.4,33.3
157.5,53.6,88.5,75.2,89.4,54.3,33.1,29.6,34.6
157.1,58.3,91.2,81.7,93.9,54.9,33.9,32.0,34.4
159.7,51.7,88.7,73.5,89.8,55.3,33.9,28.8,35.3
161.1,58.7,92.5,78.8,88.5,53.0,33.7,31.8,34.6
174.5,58.4,87.0,70.6,94.0,57.4,36.3,29.3,38.3
159.5,44.1,81.3,65.7,85.5,51.3,30.1,26.3,36.4
164.6,63.7,89.2,80.0,101.0,61.3,37.7,31.1,34.9
159.8,59.7,93.7,79.8,92.9,60.9,35.8,31.6,36.4
154.6,57.5,93.4,83.6,95.5,60.2,34.6,32.0,36.7
159.5,54.9,86.9,73.2,92.2,58.5,36.4,28.4,36.8
153.6,54.6,87.3,76.6,90.2,57.1,35.8,29.6,35.4
148.3,52.7,92.5,80.8,86.2,54.0,32.1,29.4,31.4
155.5,51.5,83.8,74.1,88.8,56.7,34.2,29.5,34.1
149.7,57.6,97.5,83.8,91.2,56.9,35.2,31.0,34.9
159.0,58.6,91.8,78.9,95.5,58.2,35.1,30.6,34.5
156.4,51.8,82.5,70.2,90.8,54.5,34.5,28.0,33.9
153.8,56.1,87.9,79.0,93.7,58.8,33.9,32.4,35.3
144.5,45.0,84.5,72.5,83.6,54.3,32.3,28.3,33.2
156.0,65.5,96.8,91.8,95.7,60.1,34.3,31.8,34.8
155.7,70.6,103.5,89.0,102.7,63.4,40.8,37.3,36.5
147.3,55.3,94.4,85.9,89.8,57.3,33.3,31.0,33.7
150.3,54.0,87.5,86.2,90.9,54.0,35.0,30.8,33.5
156.0,53.8,89.0,76.4,92.2,55.8,33.8,28.4,35.5
169.7,60.2,88.1,78.0,95.0,58.4,35.8,29.7,37.0
164.7,52.7,86.2,72.6,89.2,55.1,33.3,28.7,35.4
156.1,55.3,89.5,80.5,91.2,54.0,32.8,31.1,34.1
163.0,56.5,86.2,75.5,95.0,57.5,35.8,28.8,35.3
159.0,70.9,108.7,93.7,96.9,57.3,38.4,33.4,38.6
169.4,72.2,106.0,86.3,96.7,60.5,38.4,35.9,42.1
170.1,75.2,104.3,94.9,95.3,57.2,38.5,32.6,39.9
167.0,50.0,85.1,72.4,83.7,49.1,32.3,26.1,37.7
176.1,75.0,103.3,84.8,96.7,58.9,38.6,37.0,40.0
162.5,49.8,87.1,69.0,87.3,49.0,33.0,30.3,37.4
172.1,84.0,110.0,95.6,102.8,63.0,39.8,36.7,40.7
159.6,60.3,94.9,88.7,90.2,54.3,34.8,31.8,37.5
174.1,113.6,120.0,129.7,121.0,64.2,42.1,39.2,39.2
168.8,81.6,105.0,106.0,98.7,61.9,36.4,34.8,39.2
166.0,65.9,95.7,90.3,92.1,56.8,35.3,33.5,37.3
163.5,62.2,95.5,86.9,90.3,54.0,36.6,32.0,38.4
163.2,59.3,93.5,81.2,93.2,56.1,35.1,30.2,39.1
165.5,59.7,96.0,75.9,91.6,53.5,33.1,33.0,38.8
163.1,67.3,97.2,94.4,92.8,56.8,38.1,32.8,37.7
176.2,66.6,92.7,81.3,93.2,53.5,36.4,29.4,38.7
168.1,75.0,101.3,93.9,97.0,60.6,39.0,33.5,40.4
162.4,65.3,92.9,85.9,92.9,54.7,39.5,31.0,36.9
165.0,67.0,96.5,94.7,93.8,55.2,36.6,35.4,38.9
148.0,56.0,89.2,78.6,95.1,59.5,37.2,30.4,35.3
155.6,64.7,99.1,89.8,97.6,62.2,36.3,32.7,37.2
163.1,55.2,89.1,75.7,91.4,54.8,32.1,30.2,36.7
157.6,58.2,92.3,84.6,92.6,54.2,34.3,30.6,34.6
152.0,57.2,96.8,86.8,91.6,54.1,31.2,31.3,34.9
156.5,58.9,95.8,88.5,90.7,56.8,34.3,31.8,34.7
150.1,48.4,83.2,68.4,91.8,58.1,32.8,29.6,34.2
157.0,56.6,90.4,78.8,96.0,58.6,35.3,30.4,34.6
166.2,66.6,95.7,78.2,99.4,58.6,36.4,32.5,35.6
155.1,67.5,98.3,97.5,98.6,60.0,35.1,33.3,35.9
165.6,53.5,83.3,71.3,94.3,57.1,34.2,28.2,35.8
165.5,54.7,86.2,69.5,93.2,54.1,34.1,28.4,35.0
155.0,58.4,94.3,82.6,96.5,59.5,34.7,30.6,35.3
152.2,57.8,93.6,85.8,92.7,62.5,34.5,32.5,34.8
160.2,58.8,92.2,84.4,92.4,54.4,34.0,31.3,36.1
167.1,61.2,87.9,74.1,95.7,57.7,37.9,30.5,36.0
157.5,48.0,84.7,72.3,87.6,50.2,28.7,27.7,33.0
156.5,60.8,89.4,83.9,97.6,64.5,34.7,32.1,33.3
162.1,67.0,97.4,88.3,92.1,62.3,36.8,31.8,37.2
156.0,49.5,82.9,70.9,90.2,57.6,33.4,28.7,36.5
152.0,57.8,89.4,78.3,95.3,59.2,37.7,32.1,34.7
161.2,49.9,88.7,71.8,88.2,50.7,31.2,28.6,34.4
157.5,49.9,84.7,76.2,87.7,52.1,30.7,27.2,33.0
153.3,54.3,88.7,77.4,96.8,57.2,34.1,30.9,38.8
162.7,61.7,92.6,84.9,92.2,54.1,35.8,31.0,36.1
160.0,58.9,90.7,79.1,93.8,57.5,34.2,30.8,35.1
153.4,50.9,88.3,77.7,86.8,53.5,34.6,29.6,33.1
160.0,49.3,83.0,69.4,86.6,55.2,34.3,28.4,36.1
161.3,52.9,84.5,72.0,94.4,54.1,34.3,29.6,36.4
152.6,59.7,88.5,88.3,96.8,64.8,34.9,31.5,33.7
158.0,55.3,91.2,77.3,94.1,55.8,34.1,29.8,36.0
151.5,52.5,91.0,80.8,88.7,59.4,33.2,31.6,35.2
155.2,51.3,87.4,76.5,89.9,53.2,31.3,30.0,34.7
164.0,56.6,90.7,78.9,94.3,58.2,33.5,30.8,37.8
170.3,65.3,94.6,82.2,98.1,60.5,35.9,32.0,37.1
154.4,50.8,87.3,77.7,86.3,54.2,31.3,28.2,34.4
157.0,52.2,85.0,75.3,90.1,54.6,35.0,29.6,37.4
146.2,63.2,96.1,96.3,98.7,60.0,36.6,33.5,34.8
162.5,69.1,95.7,87.2,97.3,66.1,38.3,32.6,36.2
161.8,53.0,84.6,73.1,92.3,58.0,33.7,30.6,35.7
159.5,55.3,90.7,78.9,91.3,55.8,33.6,30.7,34.8
156.4,55.4,88.8,80.0,91.9,58.5,33.6,29.1,33.3
156.6,70.3,104.2,91.2,98.8,61.4,41.3,33.9,36.3
151.7,56.9,92.7,82.9,89.7,58.0,34.0,30.1,36.5
166.2,60.9,88.5,77.1,100.6,62.6,38.2,27.7,38.4
153.4,58.7,95.5,86.0,88.9,57.3,34.0,31.5,35.8
155.1,54.5,89.0,84.2,89.5,54.6,32.9,30.2,34.4
159.2,59.4,93.6,76.1,96.1,57.8,35.1,31.7,33.7
164.5,59.3,87.8,72.7,103.8,61.2,35.2,30.6,35.4
153.6,53.2,90.4,75.7,93.0,55.6,34.0,30.6,36.2
153.6,41.4,77.1,57.2,83.9,46.8,30.7,24.8,32.7
156.4,50.7,85.2,77.2,89.3,57.3,33.0,27.7,34.8
155.8,62.9,95.7,86.9,99.9,63.8,36.1,30.5,35.0
157.0,50.4,84.4,76.3,90.0,56.5,34.3,26.9,33.7
165.0,55.0,88.8,75.2,93.0,56.8,32.8,31.0,34.9
152.8,46.5,85.6,69.2,90.2,56.5,32.5,28.8,37.0
152.7,78.4,111.0,105.0,107.5,65.3,39.0,36.5,36.0
162.0,76.5,101.3,88.2,108.7,70.6,39.2,35.2,38.4
153.8,65.2,95.0,91.7,100.0,64.7,34.8,33.0,36.0
157.4,81.6,104.2,100.6,105.4,67.7,41.6,36.7,37.1
157.8,54.7,84.8,72.3,94.9,59.6,35.5,29.5,33.3
154.2,53.5,87.3,73.2,97.6,60.8,35.4,29.3,31.6
163.2,48.1,78.9,69.0,89.4,51.9,30.8,25.7,33.6
164.5,64.3,91.4,79.5,101.2,60.7,37.2,31.4,39.2
155.5,48.6,86.4,78.9,85.3,51.6,31.2,28.7,34.0
171.1,66.8,99.0,86.2,92.1,55.8,38.8,32.2,39.0
167.0,65.4,101.7,82.2,94.0,57.5,35.4,33.1,39.5
178.3,77.2,106.0,91.9,99.4,61.1,36.9,33.5,40.4
163.7,74.0,101.1,96.8,95.2,59.3,39.0,37.8,39.0
154.6,55.6,91.4,82.4,86.3,55.5,33.4,30.2,38.5
160.0,77.0,105.4,99.5,101.3,63.6,38.5,35.9,39.1
166.2,61.4,100.4,78.0,93.4,55.1,35.5,31.5,37.8
170.7,65.5,97.9,86.4,91.2,54.8,36.1,30.7,39.7
179.5,82.1,104.0,95.4,100.0,57.4,39.5,34.5,40.9
172.6,82.0,103.4,94.2,102.4,64.0,42.1,36.2,40.5
177.1,81.9,106.0,97.2,96.2,55.9,37.3,33.5,41.0
167.2,67.4,92.7,92.4,92.9,57.4,34.5,32.1,38.5
170.4,79.2,100.8,98.0,100.1,61.3,40.5,35.1,38.9
166.7,65.3,100.2,80.8,93.3,54.5,36.5,34.8,40.2
161.6,64.2,95.4,88.0,92.4,59.2,35.7,33.6,36.9
174.0,72.7,101.3,85.0,95.7,57.6,40.8,32.7,38.0
171.5,64.7,98.8,85.4,91.5,53.9,34.5,30.1,39.3
171.0,51.2,80.0,70.6,86.3,48.0,35.4,26.2,37.8
160.0,62.4,97.3,86.1,89.1,54.4,37.3,33.3,38.5
163.1,54.0,88.3,79.9,85.9,51.1,31.8,30.2,35.8
167.7,73.6,101.3,94.3,95.1,59.5,40.4,34.8,37.6
162.5,53.4,89.6,77.9,83.3,50.1,33.4,28.3,37.5
159.6,66.5,98.4,91.4,97.3,62.1,40.3,31.1,35.6
170.5,73.3,101.0,89.1,97.0,61.0,40.0,33.7,38.4
164.7,68.3,98.5,89.9,93.9,57.6,36.1,33.6,36.7
160.0,66.9,109.0,86.4,92.9,60.4,36.8,35.6,37.8
173.5,75.2,102.4,91.3,91.8,56.0,38.8,37.0,40.2
165.5,75.6,102.6,99.3,99.4,63.8,38.5,36.0,36.4
176.0,69.1,97.1,84.2,93.1,54.7,36.7,34.1,40.0
178.1,83.3,105.7,93.5,101.5,62.3,41.6,36.3,41.4
174.5,72.2,99.1,86.6,95.9,58.5,38.9,32.0,39.4
161.5,68.0,98.3,93.1,97.3,59.2,39.2,32.5,40.7
171.8,70.1,100.7,90.0,95.6,55.9,37.2,34.7,41.2
172.0,83.2,108.2,102.9,102.9,64.1,37.8,36.9,41.9
163.8,62.2,90.6,86.3,90.6,55.7,37.7,31.2,36.5
173.0,78.2,97.5,95.3,100.8,59.9,40.2,35.4,38.5
172.6,73.3,98.9,90.7,92.8,57.7,40.1,33.0,39.7
165.5,64.1,93.2,84.5,95.4,58.5,36.0,32.5,36.9
169.5,72.9,101.0,94.3,95.8,60.8,37.3,33.7,38.5
161.3,57.2,89.6,77.7,94.9,57.8,35.0,31.9,34.9
166.3,52.9,87.9,73.8,91.8,55.1,35.0,27.9,35.2
150.5,57.3,92.5,76.7,95.7,60.0,34.9,31.3,33.4
165.0,55.8,87.7,74.1,90.1,52.5,34.9,29.6,35.8
166.5,58.4,87.8,78.9,94.6,56.0,36.0,29.1,35.9
157.0,62.8,90.0,83.7,99.1,61.6,35.7,32.8,32.8
160.7,56.0,88.1,74.3,93.8,57.1,35.4,29.0,35.0
158.0,62.7,91.1,83.9,98.0,64.0,36.3,33.3,34.9
161.3,57.5,89.7,82.8,92.3,57.2,33.7,31.1,37.1
160.0,69.5,98.0,87.7,103.7,64.1,39.7,35.5,37.6
165.3,55.7,88.0,74.6,91.5,53.8,32.8,29.0,35.6
158.0,47.9,83.1,72.0,84.7,50.8,31.5,26.9,35.3
160.0,59.3,91.8,78.8,95.1,59.0,35.7,31.8,36.4
154.0,56.7,92.3,75.8,92.6,57.5,34.4,30.7,35.0
154.5,56.3,89.7,85.0,95.2,59.5,34.5,29.5,35.4
156.4,65.6,99.1,89.3,94.9,61.6,34.8,33.5,36.5
161.0,68.0,96.0,90.0,102.6,63.5,36.8,33.5,35.6
149.2,56.8,96.2,85.8,92.7,59.9,33.6,30.3,35.2
157.0,49.7,85.4,73.1,89.1,54.8,32.1,28.2,34.0
167.1,55.4,87.9,74.4,91.8,55.5,33.3,28.8,37.5
157.8,55.8,90.9,75.7,90.6,56.9,35.1,29.5,35.0
154.3,51.6,87.7,71.7,94.2,56.8,33.0,29.6,35.0
158.5,60.5,92.3,84.8,95.9,63.1,35.6,30.5,36.5
167.7,53.3,82.7,69.2,91.0,52.8,35.0,28.3,35.0
156.0,53.2,87.6,75.2,92.9,59.0,33.6,32.5,35.7
161.1,64.1,94.4,79.2,96.5,62.6,36.6,31.6,37.1
163.5,60.3,93.9,78.8,93.0,60.0,34.0,32.4,35.5
159.8,53.0,89.7,75.6,86.5,51.9,35.7,30.0,34.6
153.2,56.7,87.9,79.9,92.1,59.3,35.8,31.3,32.4
163.5,60.4,89.7,84.7,98.0,57.1,34.5,31.4,34.7
161.3,59.4,90.3,77.4,98.4,60.8,35.4,30.5,35.1
159.2,54.2,92.3,76.2,87.7,51.8,34.0,30.7,35.5
157.5,50.5,84.8,68.8,89.2,54.7,32.9,27.5,35.6
153.1,47.1,85.9,75.4,87.5,51.8,29.6,29.5,33.9
152.6,44.0,79.7,63.3,84.6,50.9,31.8,27.7,34.5
158.0,56.4,88.8,77.7,98.3,59.4,34.3,30.6,35.1
159.0,64.5,97.0,88.1,95.2,57.6,36.8,34.4,36.3
159.1,51.8,90.7,76.3,87.7,52.0,32.4,28.7,35.2
149.7,52.7,83.5,72.2,93.3,63.6,36.1,31.7,34.0
157.2,51.9,89.0,71.3,91.7,53.0,32.1,30.7,33.8
169.0,61.1,89.3,74.0,99.9,62.5,34.5,30.5,38.8
158.7,72.2,101.7,92.8,103.9,65.3,37.4,34.7,35.9
153.7,49.4,88.3,74.2,88.8,56.7,31.6,30.3,35.1
160.0,68.8,100.3,84.3,98.1,66.2,40.1,36.1,35.0
158.4,49.9,80.9,68.5,90.3,57.1,34.0,29.6,34.7
173.1,59.6,90.0,75.7,93.5,54.5,33.8,30.7,36.6
157.0,51.9,89.2,74.2,92.6,56.5,31.3,28.0,34.2
164.5,53.8,80.2,68.5,92.7,55.5,35.4,29.2,37.8
164.0,55.0,87.0,68.0,93.4,59.1,34.7,28.2,33.7
173.5,52.1,83.3,69.7,94.5,54.4,31.8,27.3,36.9
171.5,56.8,86.6,72.5,91.8,57.9,33.0,29.5,36.6
159.4,52.2,83.8,70.6,90.0,55.7,34.3,27.7,32.8
158.3,52.3,82.5,73.3,93.3,57.9,32.4,28.6,33.6
158.5,52.1,86.3,70.5,90.5,57.2,33.4,28.6,34.5
168.3,70.1,104.3,92.2,94.0,58.7,35.8,34.0,41.4
179.0,76.2,103.3,91.3,99.8,58.1,38.2,34.0,45.8
168.0,68.0,102.0,89.8,92.4,55.2,37.8,36.5,36.8
165.0,59.1,92.7,78.5,86.4,53.4,38.0,30.7,36.5
182.1,71.3,96.6,86.4,95.1,58.6,36.7,32.3,41.2
162.5,64.9,94.5,87.0,90.6,55.7,37.2,34.1,38.1
